編號,機關代碼,縣市別代碼,行政區域代碼,鄉鎮市區,交易標的,土地區段位置-建物區段門牌,土地移轉總面積-平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,民國年月,移轉層次,總層數,建物型態,主要用途,主要建材,建築完成年月,屋齡,建物移轉總面積-平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價-元,單價-每平方公尺,車位類別,車位移轉總面積-平方公尺,車位總價-元,備註,地所狀態
4363,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區西屯路二段２４９之９巷３弄５號１０樓之４,2.87,商,,,11202,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840215,28,29.02,1,0,1,有,有,7500,258,,0,0,社會住宅計劃案件，租金總額不含管理費，管理費另計。,5(揭露且明細顯示備註)
4364,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區西屯路二段５８之１號５樓之５,4.4,住,,,11202,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,831122,28,32.97,1,0,1,有,有,8500,258,,0,0,社會住宅包租代管案件租金市價打9折。,5(揭露且明細顯示備註)
4365,387000000A,66000,66000000,西屯區,建物,臺中市西屯區河南路三段１３１號四樓之１２,0,其他,,,11203,四層,15,套房(1房1廳1衛),住家用,鋼筋混凝土造,960313,16,91.2,1,1,1,有,有,23500,258,坡道機械,0,0,租金含管理費。車位面積無法分算。,5(揭露且明細顯示備註)
4366,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區福聯街２２巷１２號４樓之５５,3.53,住,,,11204,四層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,830930,29,23.15,1,0,0,無,有,6000,259,,0,0,此為社會住宅包租代管,5(揭露且明細顯示備註)
4367,387000000A,66000,66000000,西屯區,建物,臺中市西屯區國安一路１３３號二十一樓之２,0,住,,,11204,二十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,991119,12,84.67,2,2,1,有,有,22000,260,坡道機械,13.89,0,租金含管理費。,5(揭露且明細顯示備註)
4368,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區文心路三段６號２３樓之１５,6.24,商,,,11204,二十三層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980813,14,61.54,1,0,0,無,有,16000,260,,0,0,,2(資料揭露)
4369,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區西屯路二段２４９之９巷３弄５號１０樓之６,2.64,商,,,11206,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840215,28,26.94,1,0,1,有,有,7000,260,,0,0,社會住宅包租代管案件租金市價打9折。,5(揭露且明細顯示備註)
4370,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區重慶路９９號９F之２,23.51,住,,,11206,九層,10,辦公商業大樓,商業用,鋼筋混凝土造,790423,33,192.09,0,2,0,有,有,50000,260,,0,0,,2(資料揭露)
4371,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區大墩二十街８９號五樓之５,12.5,住,,,11207,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,810810,31,73.08,2,2,1,有,有,19000,260,,0,0,社會住宅包租代管公會版(3期595),5(揭露且明細顯示備註)
4372,387000000A,66000,66000000,西屯區,租賃房屋+車位,臺中市西屯區青海路二段４１０號八樓之３,15.74,住,,,11209,八層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090619,3,163.37,3,2,2,有,有,42500,260,坡道平面,0,0,,2(資料揭露)
4373,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區文心路三段６號十六樓之１,5.51,商,,,11211,十六層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980813,14,61.55,0,0,0,無,有,16000,260,,0,0,,2(資料揭露)
4374,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區福上巷２１６弄６５號,0,,,,11208,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,821122,30,61.23,2,2,1,有,無,16000,261,,0,0,住宅及都市更新中心辦理社會住宅包租代管計畫。,5(揭露且明細顯示備註)
4375,387000000A,66000,66000000,西屯區,建物,臺中市西屯區福聯街２２巷１２號九樓之２５,0,住,,,11208,九層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,830930,29,21.06,1,0,1,有,有,5500,261,,0,0,台中市政府包租代管計畫。水電費、瓦斯費、網路費皆由承租人負擔。,5(揭露且明細顯示備註)
4376,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區市政北七路１８６號８樓之８,12.3,其他,,,11205,八層,28,辦公商業大樓,辦公室辦公事務所及工商服務業,鋼筋混凝土造,1060321,6,222.07,0,0,0,無,有,58000,261,,0,0,,2(資料揭露)
4377,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區福聯街２２巷１２號１０樓之１１,3.09,住,,,11205,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830930,29,21.06,1,0,1,有,有,5500,261,,0,0,社會住宅計劃案件，租金總額不含管理費，管理費另計。,5(揭露且明細顯示備註)
4378,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區福上巷３１９弄２２之４號３樓,6.64,住,,,11204,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,781206,33,20.58,1,0,1,有,有,5400,262,,0,0,因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。,5(揭露且明細顯示備註)
4379,387000000A,66000,66000000,西屯區,建物,臺中市西屯區西安街２７７巷２５弄２號五樓之４２,0,住,,,11203,五層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,880529,24,22.87,1,0,1,有,有,6000,262,,0,0,台中市政府包租代管計畫。水電費、瓦斯費由承租人負擔。,5(揭露且明細顯示備註)
4380,387000000A,66000,66000000,西屯區,建物,臺中市西屯區寶慶街９號三樓之２,0,商,,,11202,三層,23,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1100722,2,182.9,3,2,2,有,有,48000,262,坡道平面,28.79,0,,2(資料揭露)
4381,387000000A,66000,66000000,西屯區,建物,臺中市西屯區寶慶街９號三樓之２,0,商,,,11201,三層,23,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1100722,1,182.9,3,2,2,有,有,48000,262,坡道平面,28.79,0,,2(資料揭露)
4382,387000000A,66000,66000000,西屯區,建物,臺中市西屯區國安一路１２９號十九樓之６,0,住,,,11206,十九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,991119,13,64.83,2,1,1,有,有,17000,262,,0,0,租金含管理費。,5(揭露且明細顯示備註)
4383,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區西安街２７７巷２５弄２號６樓之６６,3.99,住,,,11209,六層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,880529,24,26.71,1,0,1,有,有,7000,262,,0,0,社會住宅包租代管公會版。,5(揭露且明細顯示備註)
4384,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區弘孝路１６１號６樓之１１,3.96,商,,,11211,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990201,14,91.48,2,1,2,有,有,24000,262,,0,0,租金總額含管理費;,2(資料揭露)
4385,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區福上巷２１４號三樓之１０,9.14,住,,,11210,三層,6,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,830204,30,26.6,1,0,1,有,有,7000,263,,0,0,,2(資料揭露)
4386,387000000A,66000,66000000,西屯區,租賃房屋+車位,臺中市西屯區市政北一路７７號１３樓之１４,11.99,其他,,,11210,十三層,15,辦公商業大樓,辦公室,鋼筋混凝土造,850903,27,93.17,1,1,0,有,有,24500,263,坡道機械,0,0,租金總額含稅;,2(資料揭露)
4387,387000000A,66000,66000000,西屯區,房地(土地+建物)+車位,臺中市西屯區環中路二段１５７９號１２樓之３,8.93,其他,,,11206,十二層,29,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1071210,5,125.51,2,2,2,有,有,33000,263,坡道平面,24.82,0,,2(資料揭露)
4388,387000000A,66000,66000000,西屯區,建物,臺中市西屯區西安街２７７巷２５弄２號六樓之３０,0,住,,,11206,六層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,880529,24,28.52,1,0,1,有,有,7500,263,,0,0,台中市政府包租代管計畫 ；水電瓦斯、網路費及每月管理費500元由承租人另外負擔。,5(揭露且明細顯示備註)
4389,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區西安街２７７巷２５弄２號４樓之２０,4.27,住,,,11208,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,880529,24,28.52,1,0,1,有,有,7500,263,,0,0,社會住宅包租代管案件租金市價打9折，此租約訂定租金不含管理費，費用由承租人另行支付。,5(揭露且明細顯示備註)
4390,387000000A,66000,66000000,西屯區,建物,臺中市西屯區西安街２７７巷２５弄二號六樓之２９,0,住,,,11208,六層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,880529,24,28.52,1,0,1,有,有,7500,263,,0,0,住宅及都市更新中心社會住宅包租代管計畫；每月水電、瓦斯費由承租人負擔。,5(揭露且明細顯示備註)
4391,387000000A,66000,66000000,西屯區,建物,臺中市西屯區西安街２７７巷２５弄２號六樓之３０,0,住,,,11202,六層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,880529,24,28.52,1,0,1,有,有,7500,263,,0,0,台中市政府包租代管計畫。水電費、瓦斯費、網路費及每月管理費500元皆由承租人負擔。,5(揭露且明細顯示備註)
4392,387000000A,66000,66000000,西屯區,房地(土地+建物)+車位,臺中市西屯區市政路５００號１７樓之６,15.35,其他,,,11112,十七層,29,辦公商業大樓,辦公室〈第１２組〉、機械室,鋼骨鋼筋混凝土造,1011219,10,289.37,0,0,0,無,有,76000,263,坡道機械,0,0,,2(資料揭露)
4393,387000000A,66000,66000000,西屯區,房地(土地+建物)+車位,臺中市西屯區市政路３８６號６樓之３,18.49,其他,,,11203,六層,38,辦公商業大樓,辦公室,鋼骨造,990604,13,361.66,0,0,0,無,有,95000,263,坡道機械,0,0,,2(資料揭露)
4394,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區上安路１０５號十一樓之１,5.33,其他,,,11204,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870603,25,62.82,2,1,1,有,有,16500,263,,0,0,社會住宅包租代管公會版(2期),5(揭露且明細顯示備註)
4395,387000000A,66000,66000000,西屯區,建物,臺中市西屯區青海路二段３３６號二樓之２,0,住,,,11204,二層,14,住宅大樓(11層含以上有電梯),住家用,ＲＣ造,940126,18,110.43,3,2,2,有,有,29000,263,,0,0,租金含管理費。,5(揭露且明細顯示備註)
4396,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區福上巷３１９弄２２號４樓,6.64,住,,,11205,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,781206,33,18.27,1,0,1,有,有,4800,263,,0,0,因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。,5(揭露且明細顯示備註)
4397,387000000A,66000,66000000,西屯區,房地(土地+建物)+車位,臺中市西屯區文心路三段１９９之２號八樓之５,8.02,住,,,11205,八層,28,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1100304,2,117.92,2,2,2,有,有,31000,263,坡道機械,20.9,0,,2(資料揭露)
4398,387000000A,66000,66000000,西屯區,建物,臺中市西屯區上安路６０之６號５樓之１１,0,住,,,11205,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841030,28,32.17,1,0,0,無,無,8500,264,,0,0,,2(資料揭露)
4399,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區逢甲路１９巷１０號３樓之５,3.42,住,,,11205,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820616,30,23.84,1,0,1,有,有,6300,264,,0,0,因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。,5(揭露且明細顯示備註)
4400,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區逢甲路３１７號６樓之２,5.32,住,,,11205,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820629,30,68.31,2,2,2,有,有,18000,264,,0,0,因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。,5(揭露且明細顯示備註)
4401,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區逢甲路７５巷２８號１樓之８,4.87,住,,,11204,一層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,831108,28,29.98,1,0,1,有,有,7900,264,,0,0,因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。,5(揭露且明細顯示備註)
4402,387000000A,66000,66000000,西屯區,房地(土地+建物)+車位,臺中市西屯區大洲街１５號,24.95,住,,,11208,一層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830917,29,94.85,3,2,2,有,有,25000,264,升降機械,0,0,,2(資料揭露)
4403,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區青海南街３３號７樓之１７,9.21,商,,,11208,七層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1071126,5,75.62,1,1,1,有,有,20000,264,,0,0,社會住宅包租代管案件租金市價打9折。續租。;,5(揭露且明細顯示備註)
4404,387000000A,66000,66000000,西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道三段３９９號３３樓之３,19.59,其他,,,11206,見其他登記事項,35,住宅大樓(11層含以上有電梯),集合住宅,鋼骨鋼筋混凝土造,1050127,7,340.42,3,2,3,有,有,90000,264,坡道平面,0,0,,2(資料揭露)
4405,387000000A,66000,66000000,西屯區,租賃房屋+車位,臺中市西屯區安和一街３６號４樓之１,0,,,,11211,四層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090408,4,136.44,3,2,3,有,有,36000,264,坡道平面,0,0,,2(資料揭露)
4406,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區櫻花路３０號３樓之２４,7.44,其他,,,11211,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,841110,28,56.8,2,1,2,有,有,15000,264,,0,0,社會住宅包租代管公會版(3期135-2)續租案件;,5(揭露且明細顯示備註)
4407,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區寧夏西四街７號八樓之１２,5.18,商,,,11211,八層,8,華廈(10層含以下有電梯),辦公室,鋼筋混凝土造,790430,34,45.28,1,0,1,有,無,12000,265,,0,0,社會住宅包租代管公會版(4期)續租案件;,5(揭露且明細顯示備註)
4408,387000000A,66000,66000000,西屯區,建物,臺中市西屯區安和路１８２號七樓之９,0,住,,,11207,七層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1090731,3,98.01,2,2,1,有,有,26000,265,坡道機械,12.36,0,租金含管理費。,5(揭露且明細顯示備註)
4409,387000000A,66000,66000000,西屯區,建物,臺中市西屯區中清路三段３９２號,0,工,,,11207,一層,4,辦公商業大樓,附屬辦公室、廠房、機械設備室、廁所、梯廳,鋼筋混凝土造,1000521,12,585,0,0,0,無,有,155000,265,,0,0,,2(資料揭露)
4410,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區櫻城三街２１號６樓之１２,4.5,住,,,11207,六層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840426,28,20.72,1,0,1,有,有,5500,265,,0,0,社會住宅計劃案件，租金總額不含管理費，管理費另計。,5(揭露且明細顯示備註)
4411,387000000A,66000,66000000,西屯區,租賃房屋+車位,臺中市西屯區青海南街２２３號３樓之２,0,,,,11209,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020814,10,133.72,2,2,2,有,有,27200,265,坡道平面,39.36,2200,,2(資料揭露)
4412,387000000A,66000,66000000,西屯區,租賃房屋,臺中市西屯區福聯街４５號４樓之３４,5.16,商,,,11209,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830610,29,28.27,1,0,1,有,有,7500,265,,0,0,,2(資料揭露)
4413,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區福上巷３１９弄２２之３號３樓,6.64,住,,,11204,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,781206,33,20.41,1,0,1,有,有,5400,265,,0,0,因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。,5(揭露且明細顯示備註)
4414,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區何厝東二街７７巷１之３號,17.87,住,,,11206,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,811106,31,79.1,2,1,1,有,有,21000,265,,0,0,社會住宅包租代管公會版(3期),5(揭露且明細顯示備註)
4415,387000000A,66000,66000000,西屯區,房地(土地+建物),臺中市西屯區文心路三段１２９巷８號５樓-１０,7.19,住,,,11206,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820830,30,45.17,1,1,1,有,有,12000,266,,0,0,,2(資料揭露)
4416,387000000A,66000,66000000,西屯區,租賃房屋+車位,臺中市西屯區環中路二段１５７７號６樓之５,8.06,商,,,11211,六層,29,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1071210,5,79.04,1,1,1,有,有,21000,266,坡道機械,9.66,0,多人共同承租;,2(資料揭露)
